unit_id,notif_type,comment
104901,2,"ギルドハウスのアイテムがいっぱい！これ全部弟くんのもの！もちろんお姉ちゃんも弟くんのだよ！"
104901,3,"ギルドハウスのアイテムがいっぱい！これ全部弟くんのもの！もちろんお姉ちゃんも弟くんのだよ！"
104901,4,"ギルドハウスのアイテムがいっぱい！これ全部弟くんのもの！もちろんお姉ちゃんも弟くんのだよ！"
104901,5,"ギルドハウスのアイテムがいっぱい！これ全部弟くんのもの！もちろんお姉ちゃんも弟くんのだよ！"
104901,6,"ギルドハウスのアイテムがいっぱい！これ全部弟くんのもの！もちろんお姉ちゃんも弟くんのだよ！"
105001,1,"ギルドハウスのアイテムがぜんぶ貯まってるって！アタシが教えないと忘れてたでしょ？ドジね～"
105001,2,"ギルドハウスのアイテムがぜんぶ貯まってるって！アタシが教えないと忘れてたでしょ？ドジね～"
105001,3,"ギルドハウスのアイテムがぜんぶ貯まってるって！アタシが教えないと忘れてたでしょ？ドジね～"
105001,4,"ギルドハウスのアイテムがぜんぶ貯まってるって！アタシが教えないと忘れてたでしょ？ドジね～"
105001,5,"ギルドハウスのアイテムがぜんぶ貯まってるって！アタシが教えないと忘れてたでしょ？ドジね～"
105001,6,"ギルドハウスのアイテムがぜんぶ貯まってるって！アタシが教えないと忘れてたでしょ？ドジね～"
105101,1,"ギルドハウスで貰えるアイテムが全部いっぱいだわ。…ひょっとしてキミ、焦らすのが好きなの？"
105101,2,"ギルドハウスで貰えるアイテムが全部いっぱいだわ。…ひょっとしてキミ、焦らすのが好きなの？"
105101,3,"ギルドハウスで貰えるアイテムが全部いっぱいだわ。…ひょっとしてキミ、焦らすのが好きなの？"
105101,4,"ギルドハウスで貰えるアイテムが全部いっぱいだわ。…ひょっとしてキミ、焦らすのが好きなの？"
105101,5,"ギルドハウスで貰えるアイテムが全部いっぱいだわ。…ひょっとしてキミ、焦らすのが好きなの？"
105101,6,"ギルドハウスで貰えるアイテムが全部いっぱいだわ。…ひょっとしてキミ、焦らすのが好きなの？"
105201,1,"ギルドハウスで受け取れるアイテムが、全部いっぱい！人気者でいいわね♪　"
105201,2,"ギルドハウスで受け取れるアイテムが、全部いっぱい！人気者でいいわね♪　"
105201,3,"ギルドハウスで受け取れるアイテムが、全部いっぱい！人気者でいいわね♪　"
105201,4,"ギルドハウスで受け取れるアイテムが、全部いっぱい！人気者でいいわね♪　"
105201,5,"ギルドハウスで受け取れるアイテムが、全部いっぱい！人気者でいいわね♪　"
105201,6,"ギルドハウスで受け取れるアイテムが、全部いっぱい！人気者でいいわね♪　"
105301,1,"ギルドハウスで受け取れるアイテムが、すべていっぱいだな。使えそうなものが沢山あるぞ？"
105301,2,"ギルドハウスで受け取れるアイテムが、すべていっぱいだな。使えそうなものが沢山あるぞ？"
105301,3,"ギルドハウスで受け取れるアイテムが、すべていっぱいだな。使えそうなものが沢山あるぞ？"
105301,4,"ギルドハウスで受け取れるアイテムが、すべていっぱいだな。使えそうなものが沢山あるぞ？"
105301,5,"ギルドハウスで受け取れるアイテムが、すべていっぱいだな。使えそうなものが沢山あるぞ？"
105301,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいだな。使えそうなものが沢山あるぞ？"
105401,1,"ギルドハウスで受け取れるアイテム、すべていっぱいになりました！騎士さーん？聞いてますかー？"
105401,2,"ギルドハウスで受け取れるアイテム、すべていっぱいになりました！騎士さーん？聞いてますかー？"
105401,3,"ギルドハウスで受け取れるアイテム、すべていっぱいになりました！騎士さーん？聞いてますかー？"
105401,4,"ギルドハウスで受け取れるアイテム、すべていっぱいになりました！騎士さーん？聞いてますかー？"
105401,5,"ギルドハウスで受け取れるアイテム、すべていっぱいになりました！騎士さーん？聞いてますかー？"
105401,6,"ギルドハウスで受け取れるアイテム、すべていっぱいになりました！騎士さーん？聞いてますかー？"
105501,1,"ギルドハウスで受け取れるアイテムが、すべていっぱいですね…私、ずっと観察してました"
105501,2,"ギルドハウスで受け取れるアイテムが、すべていっぱいですね…私、ずっと観察してました"
105501,3,"ギルドハウスで受け取れるアイテムが、すべていっぱいですね…私、ずっと観察してました"
105501,4,"ギルドハウスで受け取れるアイテムが、すべていっぱいですね…私、ずっと観察してました"
105501,5,"ギルドハウスで受け取れるアイテムが、すべていっぱいですね…私、ずっと観察してました"
105501,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいですね…私、ずっと観察してました"
105601,1,"お前さん。ギルドハウスで受け取れるアイテムがいっぱいだ。時々はパーッと景気よく使うんだよ"
105601,2,"お前さん。ギルドハウスで受け取れるアイテムがいっぱいだ。時々はパーッと景気よく使うんだよ"
105601,3,"お前さん。ギルドハウスで受け取れるアイテムがいっぱいだ。時々はパーッと景気よく使うんだよ"
105601,4,"お前さん。ギルドハウスで受け取れるアイテムがいっぱいだ。時々はパーッと景気よく使うんだよ"
105601,5,"お前さん。ギルドハウスで受け取れるアイテムがいっぱいだ。時々はパーッと景気よく使うんだよ"
105601,6,"お前さん。ギルドハウスで受け取れるアイテムがいっぱいだ。時々はパーッと景気よく使うんだよ"
105701,1,"ギルドハウスで受け取れるアイテムがいっぱいだよ！色んな物があるけど、全部大切に使おうね！"
105701,2,"ギルドハウスで受け取れるアイテムがいっぱいだよ！色んな物があるけど、全部大切に使おうね！"
105701,3,"ギルドハウスで受け取れるアイテムがいっぱいだよ！色んな物があるけど、全部大切に使おうね！"
105701,4,"ギルドハウスで受け取れるアイテムがいっぱいだよ！色んな物があるけど、全部大切に使おうね！"
105701,5,"ギルドハウスで受け取れるアイテムがいっぱいだよ！色んな物があるけど、全部大切に使おうね！"
105701,6,"ギルドハウスで受け取れるアイテムがいっぱいだよ！色んな物があるけど、全部大切に使おうね！"
105801,1,"ギルドハウスで受け取れるアイテムが、すべていっぱいですね！食べ物は入ってませんか！？"
105801,2,"ギルドハウスで受け取れるアイテムが、すべていっぱいですね！食べ物は入ってませんか！？"
105801,3,"ギルドハウスで受け取れるアイテムが、すべていっぱいですね！食べ物は入ってませんか！？"
105801,4,"ギルドハウスで受け取れるアイテムが、すべていっぱいですね！食べ物は入ってませんか！？"
105801,5,"ギルドハウスで受け取れるアイテムが、すべていっぱいですね！食べ物は入ってませんか！？"
105801,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいですね！食べ物は入ってませんか！？"
105901,1,"ギルドハウスで受け取れるアイテムが全部いっぱいです。沢山、頑張られたのですね、主さま。"
105901,2,"ギルドハウスで受け取れるアイテムが全部いっぱいです。沢山、頑張られたのですね、主さま。"
105901,3,"ギルドハウスで受け取れるアイテムが全部いっぱいです。沢山、頑張られたのですね、主さま。"
105901,4,"ギルドハウスで受け取れるアイテムが全部いっぱいです。沢山、頑張られたのですね、主さま。"
105901,5,"ギルドハウスで受け取れるアイテムが全部いっぱいです。沢山、頑張られたのですね、主さま。"
105901,6,"ギルドハウスで受け取れるアイテムが全部いっぱいです。沢山、頑張られたのですね、主さま。"
106001,1,"ギルドハウスで受け取れるアイテムが、全部いっぱいね。受け取ったら、冒険の準備をしなさいよ！"
106001,2,"ギルドハウスで受け取れるアイテムが、全部いっぱいね。受け取ったら、冒険の準備をしなさいよ！"
106001,3,"ギルドハウスで受け取れるアイテムが、全部いっぱいね。受け取ったら、冒険の準備をしなさいよ！"
106001,4,"ギルドハウスで受け取れるアイテムが、全部いっぱいね。受け取ったら、冒険の準備をしなさいよ！"
106001,5,"ギルドハウスで受け取れるアイテムが、全部いっぱいね。受け取ったら、冒険の準備をしなさいよ！"
106001,6,"ギルドハウスで受け取れるアイテムが、全部いっぱいね。受け取ったら、冒険の準備をしなさいよ！"
106101,1,"ギルドハウスで受け取れるアイテムがいっぱいだぞ！　忙しいならアタシがもらっといてやるよ！　…ちゃんと渡すにきまってるだろ！"
106101,2,"ギルドハウスで受け取れるアイテムがいっぱいだぞ！　忙しいならアタシがもらっといてやるよ！　…ちゃんと渡すにきまってるだろ！"
106101,3,"ギルドハウスで受け取れるアイテムがいっぱいだぞ！　忙しいならアタシがもらっといてやるよ！　…ちゃんと渡すにきまってるだろ！"
106101,4,"ギルドハウスで受け取れるアイテムがいっぱいだぞ！　忙しいならアタシがもらっといてやるよ！　…ちゃんと渡すにきまってるだろ！"
106101,5,"ギルドハウスで受け取れるアイテムがいっぱいだぞ！　忙しいならアタシがもらっといてやるよ！　…ちゃんと渡すにきまってるだろ！"
106101,6,"ギルドハウスで受け取れるアイテムがいっぱいだぞ！　忙しいならアタシがもらっといてやるよ！　…ちゃんと渡すにきまってるだろ！"
106301,1,"ギルドハウスで貰えるアイテムがいっぱいだよ！早く回収しないと、もったいないよー！"
106301,2,"ギルドハウスで貰えるアイテムがいっぱいだよ！早く回収しないと、もったいないよー！"
106301,3,"ギルドハウスで貰えるアイテムがいっぱいだよ！早く回収しないと、もったいないよー！"
106301,4,"ギルドハウスで貰えるアイテムがいっぱいだよ！早く回収しないと、もったいないよー！"
106301,5,"ギルドハウスで貰えるアイテムがいっぱいだよ！早く回収しないと、もったいないよー！"
106301,6,"ギルドハウスで貰えるアイテムがいっぱいだよ！早く回収しないと、もったいないよー！"
107101,1,"ギルドハウスで受け取れるアイテムがいっぱいだぞ。すべてオマエのものだ。さっさと受け取るがいい。"
107101,2,"ギルドハウスで受け取れるアイテムがいっぱいだぞ。すべてオマエのものだ。さっさと受け取るがいい。"
107101,3,"ギルドハウスで受け取れるアイテムがいっぱいだぞ。すべてオマエのものだ。さっさと受け取るがいい。"
107101,4,"ギルドハウスで受け取れるアイテムがいっぱいだぞ。すべてオマエのものだ。さっさと受け取るがいい。"
107101,5,"ギルドハウスで受け取れるアイテムがいっぱいだぞ。すべてオマエのものだ。さっさと受け取るがいい。"
107101,6,"ギルドハウスで受け取れるアイテムがいっぱいだぞ。すべてオマエのものだ。さっさと受け取るがいい。"
107501,1,"ギルドハウスで受け取れるアイテムが、すべていっぱいになりました！ヤバいですね☆"
107501,2,"ギルドハウスで受け取れるアイテムが、すべていっぱいになりました！ヤバいですね☆"
107501,3,"ギルドハウスで受け取れるアイテムが、すべていっぱいになりました！ヤバいですね☆"
107501,4,"ギルドハウスで受け取れるアイテムが、すべていっぱいになりました！ヤバいですね☆"
107501,5,"ギルドハウスで受け取れるアイテムが、すべていっぱいになりました！ヤバいですね☆"
107501,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいになりました！ヤバいですね☆"
107601,1,"ギルドハウスで貰えるアイテムがいっぱいです。わたくしも、受け取るのをお手伝いいたします♪"
107601,2,"ギルドハウスで貰えるアイテムがいっぱいです。わたくしも、受け取るのをお手伝いいたします♪"
107601,3,"ギルドハウスで貰えるアイテムがいっぱいです。わたくしも、受け取るのをお手伝いいたします♪"
107601,4,"ギルドハウスで貰えるアイテムがいっぱいです。わたくしも、受け取るのをお手伝いいたします♪"
107601,5,"ギルドハウスで貰えるアイテムがいっぱいです。わたくしも、受け取るのをお手伝いいたします♪"
107601,6,"ギルドハウスで貰えるアイテムがいっぱいです。わたくしも、受け取るのをお手伝いいたします♪"
107701,1,"ギルドハウスで受け取れるアイテムがいっぱいです！私が取ってきましょうか？…え？不安？"
107701,2,"ギルドハウスで受け取れるアイテムがいっぱいです！私が取ってきましょうか？…え？不安？"
107701,3,"ギルドハウスで受け取れるアイテムがいっぱいです！私が取ってきましょうか？…え？不安？"
107701,4,"ギルドハウスで受け取れるアイテムがいっぱいです！私が取ってきましょうか？…え？不安？"
107701,5,"ギルドハウスで受け取れるアイテムがいっぱいです！私が取ってきましょうか？…え？不安？"
107701,6,"ギルドハウスで受け取れるアイテムがいっぱいです！私が取ってきましょうか？…え？不安？"
107801,1,"ギルドハウスで受け取れるアイテムがいっぱいよ。あんたは忘れっぽいから、あたしが教えてあげる"
107801,2,"ギルドハウスで受け取れるアイテムがいっぱいよ。あんたは忘れっぽいから、あたしが教えてあげる"
107801,3,"ギルドハウスで受け取れるアイテムがいっぱいよ。あんたは忘れっぽいから、あたしが教えてあげる"
107801,4,"ギルドハウスで受け取れるアイテムがいっぱいよ。あんたは忘れっぽいから、あたしが教えてあげる"
107801,5,"ギルドハウスで受け取れるアイテムがいっぱいよ。あんたは忘れっぽいから、あたしが教えてあげる"
107801,6,"ギルドハウスで受け取れるアイテムがいっぱいよ。あんたは忘れっぽいから、あたしが教えてあげる"
107901,1,"ギルドハウスで受け取れるアイテムがいっぱいみたいにゃ。早く来ないとあたしがもらっちゃうにゃ～"
107901,2,"ギルドハウスで受け取れるアイテムがいっぱいみたいにゃ。早く来ないとあたしがもらっちゃうにゃ～"
107901,3,"ギルドハウスで受け取れるアイテムがいっぱいみたいにゃ。早く来ないとあたしがもらっちゃうにゃ～"
107901,4,"ギルドハウスで受け取れるアイテムがいっぱいみたいにゃ。早く来ないとあたしがもらっちゃうにゃ～"
107901,5,"ギルドハウスで受け取れるアイテムがいっぱいみたいにゃ。早く来ないとあたしがもらっちゃうにゃ～"
107901,6,"ギルドハウスで受け取れるアイテムがいっぱいみたいにゃ。早く来ないとあたしがもらっちゃうにゃ～"
108001,1,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったわ。海の効率を極めるわよ～！"
108001,2,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったわ。海の効率を極めるわよ～！"
108001,3,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったわ。海の効率を極めるわよ～！"
108001,4,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったわ。海の効率を極めるわよ～！"
108001,5,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったわ。海の効率を極めるわよ～！"
108001,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったわ。海の効率を極めるわよ～！"
108101,1,"ギルドハウスで受け取れるアイテムがいっぱいになりましたね。ハロウィンの冒険を始めませんか？"
108101,2,"ギルドハウスで受け取れるアイテムがいっぱいになりましたね。ハロウィンの冒険を始めませんか？"
108101,3,"ギルドハウスで受け取れるアイテムがいっぱいになりましたね。ハロウィンの冒険を始めませんか？"
108101,4,"ギルドハウスで受け取れるアイテムがいっぱいになりましたね。ハロウィンの冒険を始めませんか？"
108101,5,"ギルドハウスで受け取れるアイテムがいっぱいになりましたね。ハロウィンの冒険を始めませんか？"
108101,6,"ギルドハウスで受け取れるアイテムがいっぱいになりましたね。ハロウィンの冒険を始めませんか？"
108201,1,"ギルドハウスで貰えるアイテムがいっぱいなの！とっとと受け取ってハロウィンするの！"
108201,2,"ギルドハウスで貰えるアイテムがいっぱいなの！とっとと受け取ってハロウィンするの！"
108201,3,"ギルドハウスで貰えるアイテムがいっぱいなの！とっとと受け取ってハロウィンするの！"
108201,4,"ギルドハウスで貰えるアイテムがいっぱいなの！とっとと受け取ってハロウィンするの！"
108201,5,"ギルドハウスで貰えるアイテムがいっぱいなの！とっとと受け取ってハロウィンするの！"
108201,6,"ギルドハウスで貰えるアイテムがいっぱいなの！とっとと受け取ってハロウィンするの！"
108301,1,"ギルドハウスで貰えるアイテムがいっぱいだわ！お菓子もこれも、受け取り忘れないようにね！"
108301,2,"ギルドハウスで貰えるアイテムがいっぱいだわ！お菓子もこれも、受け取り忘れないようにね！"
108301,3,"ギルドハウスで貰えるアイテムがいっぱいだわ！お菓子もこれも、受け取り忘れないようにね！"
108301,4,"ギルドハウスで貰えるアイテムがいっぱいだわ！お菓子もこれも、受け取り忘れないようにね！"
108301,5,"ギルドハウスで貰えるアイテムがいっぱいだわ！お菓子もこれも、受け取り忘れないようにね！"
108301,6,"ギルドハウスで貰えるアイテムがいっぱいだわ！お菓子もこれも、受け取り忘れないようにね！"
108401,1,"ギルドハウスで受け取れるアイテムが、いっぱいになりましたね。聖夜の冒険に役立てましょう！"
108401,2,"ギルドハウスで受け取れるアイテムが、いっぱいになりましたね。聖夜の冒険に役立てましょう！"
108401,3,"ギルドハウスで受け取れるアイテムが、いっぱいになりましたね。聖夜の冒険に役立てましょう！"
108401,4,"ギルドハウスで受け取れるアイテムが、いっぱいになりましたね。聖夜の冒険に役立てましょう！"
108401,5,"ギルドハウスで受け取れるアイテムが、いっぱいになりましたね。聖夜の冒険に役立てましょう！"
108401,6,"ギルドハウスで受け取れるアイテムが、いっぱいになりましたね。聖夜の冒険に役立てましょう！"
108501,1,"ギルドハウスで受け取れるアイテムが、全部いっぱい…。きっと、お兄ちゃんへのクリスマスプレゼントですね…♪"
108501,2,"ギルドハウスで受け取れるアイテムが、全部いっぱい…。きっと、お兄ちゃんへのクリスマスプレゼントですね…♪"
108501,3,"ギルドハウスで受け取れるアイテムが、全部いっぱい…。きっと、お兄ちゃんへのクリスマスプレゼントですね…♪"
108501,4,"ギルドハウスで受け取れるアイテムが、全部いっぱい…。きっと、お兄ちゃんへのクリスマスプレゼントですね…♪"
108501,5,"ギルドハウスで受け取れるアイテムが、全部いっぱい…。きっと、お兄ちゃんへのクリスマスプレゼントですね…♪"
108501,6,"ギルドハウスで受け取れるアイテムが、全部いっぱい…。きっと、お兄ちゃんへのクリスマスプレゼントですね…♪"
108601,1,"ギルドハウスで受け取れるアイテムが、全部いっぱい！受け取らないと、ぷうきちサンタが子供たちに配っちゃうよ♪"
108601,2,"ギルドハウスで受け取れるアイテムが、全部いっぱい！受け取らないと、ぷうきちサンタが子供たちに配っちゃうよ♪"
108601,3,"ギルドハウスで受け取れるアイテムが、全部いっぱい！受け取らないと、ぷうきちサンタが子供たちに配っちゃうよ♪"
108601,4,"ギルドハウスで受け取れるアイテムが、全部いっぱい！受け取らないと、ぷうきちサンタが子供たちに配っちゃうよ♪"
108601,5,"ギルドハウスで受け取れるアイテムが、全部いっぱい！受け取らないと、ぷうきちサンタが子供たちに配っちゃうよ♪"
108601,6,"ギルドハウスで受け取れるアイテムが、全部いっぱい！受け取らないと、ぷうきちサンタが子供たちに配っちゃうよ♪"
108801,1,"ギルドハウスのアイテムがいっぱい。お正月で忙しいよね。あの…ここにはおせちもあるし、ゆっくり過ごせると思うよ…？"
108801,2,"ギルドハウスのアイテムがいっぱい。お正月で忙しいよね。あの…ここにはおせちもあるし、ゆっくり過ごせると思うよ…？"
108801,3,"ギルドハウスのアイテムがいっぱい。お正月で忙しいよね。あの…ここにはおせちもあるし、ゆっくり過ごせると思うよ…？"
108801,4,"ギルドハウスのアイテムがいっぱい。お正月で忙しいよね。あの…ここにはおせちもあるし、ゆっくり過ごせると思うよ…？"
108801,5,"ギルドハウスのアイテムがいっぱい。お正月で忙しいよね。あの…ここにはおせちもあるし、ゆっくり過ごせると思うよ…？"
108801,6,"ギルドハウスのアイテムがいっぱい。お正月で忙しいよね。あの…ここにはおせちもあるし、ゆっくり過ごせると思うよ…？"
108901,1,"ギルドハウスで受け取れるアイテムがすべていっぱいだよ。正月ボケしてないで取りに来て…私だって待ってるんだから。"
108901,2,"ギルドハウスで受け取れるアイテムがすべていっぱいだよ。正月ボケしてないで取りに来て…私だって待ってるんだから。"
108901,3,"ギルドハウスで受け取れるアイテムがすべていっぱいだよ。正月ボケしてないで取りに来て…私だって待ってるんだから。"
108901,4,"ギルドハウスで受け取れるアイテムがすべていっぱいだよ。正月ボケしてないで取りに来て…私だって待ってるんだから。"
108901,5,"ギルドハウスで受け取れるアイテムがすべていっぱいだよ。正月ボケしてないで取りに来て…私だって待ってるんだから。"
108901,6,"ギルドハウスで受け取れるアイテムがすべていっぱいだよ。正月ボケしてないで取りに来て…私だって待ってるんだから。"
108701,1,"ギルドハウスのアイテムがぜんぶいっぱい！あたしが整理して…あれ？なんか崩れて…き、騎士くん！早く取りに来て！"
108701,2,"ギルドハウスのアイテムがぜんぶいっぱい！あたしが整理して…あれ？なんか崩れて…き、騎士くん！早く取りに来て！"
108701,3,"ギルドハウスのアイテムがぜんぶいっぱい！あたしが整理して…あれ？なんか崩れて…き、騎士くん！早く取りに来て！"
108701,4,"ギルドハウスのアイテムがぜんぶいっぱい！あたしが整理して…あれ？なんか崩れて…き、騎士くん！早く取りに来て！"
108701,5,"ギルドハウスのアイテムがぜんぶいっぱい！あたしが整理して…あれ？なんか崩れて…き、騎士くん！早く取りに来て！"
108701,6,"ギルドハウスのアイテムがぜんぶいっぱい！あたしが整理して…あれ？なんか崩れて…き、騎士くん！早く取りに来て！"
109001,1,"ギルドハウスで受け取れるアイテムがいっぱいになっています…あなた様が受け取りに来るのを待っていますわ…いつまでも…クスクス"
109001,2,"ギルドハウスで受け取れるアイテムがいっぱいになっています…あなた様が受け取りに来るのを待っていますわ…いつまでも…クスクス"
109001,3,"ギルドハウスで受け取れるアイテムがいっぱいになっています…あなた様が受け取りに来るのを待っていますわ…いつまでも…クスクス"
109001,4,"ギルドハウスで受け取れるアイテムがいっぱいになっています…あなた様が受け取りに来るのを待っていますわ…いつまでも…クスクス"
109001,5,"ギルドハウスで受け取れるアイテムがいっぱいになっています…あなた様が受け取りに来るのを待っていますわ…いつまでも…クスクス"
109001,6,"ギルドハウスで受け取れるアイテムがいっぱいになっています…あなた様が受け取りに来るのを待っていますわ…いつまでも…クスクス"
109101,1,"ギルドハウスで受け取れるアイテムがいっぱいだね！お姉ちゃんと一緒にお片づけしよっか。上手にできたらたくさん褒めてあげちゃう♪"
109101,2,"ギルドハウスで受け取れるアイテムがいっぱいだね！お姉ちゃんと一緒にお片づけしよっか。上手にできたらたくさん褒めてあげちゃう♪"
109101,3,"ギルドハウスで受け取れるアイテムがいっぱいだね！お姉ちゃんと一緒にお片づけしよっか。上手にできたらたくさん褒めてあげちゃう♪"
109101,4,"ギルドハウスで受け取れるアイテムがいっぱいだね！お姉ちゃんと一緒にお片づけしよっか。上手にできたらたくさん褒めてあげちゃう♪"
109101,5,"ギルドハウスで受け取れるアイテムがいっぱいだね！お姉ちゃんと一緒にお片づけしよっか。上手にできたらたくさん褒めてあげちゃう♪"
109101,6,"ギルドハウスで受け取れるアイテムがいっぱいだね！お姉ちゃんと一緒にお片づけしよっか。上手にできたらたくさん褒めてあげちゃう♪"
109201,1,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったみたいだよ！"
109201,2,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったみたいだよ！"
109201,3,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったみたいだよ！"
109201,4,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったみたいだよ！"
109201,5,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったみたいだよ！"
109201,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったみたいだよ！"
109301,1,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったですぅ！"
109301,2,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったですぅ！"
109301,3,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったですぅ！"
109301,4,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったですぅ！"
109301,5,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったですぅ！"
109301,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったですぅ！"
109401,1,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったよ"
109401,2,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったよ"
109401,3,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったよ"
109401,4,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったよ"
109401,5,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったよ"
109401,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったよ"
109501,1,"ギルドハウスのアイテムがいっぱいになっています…！まとめてクウカも受け取ってしまうのですね…じゅるり…！"
109501,2,"ギルドハウスのアイテムがいっぱいになっています…！まとめてクウカも受け取ってしまうのですね…じゅるり…！"
109501,3,"ギルドハウスのアイテムがいっぱいになっています…！まとめてクウカも受け取ってしまうのですね…じゅるり…！"
109501,4,"ギルドハウスのアイテムがいっぱいになっています…！まとめてクウカも受け取ってしまうのですね…じゅるり…！"
109501,5,"ギルドハウスのアイテムがいっぱいになっています…！まとめてクウカも受け取ってしまうのですね…じゅるり…！"
109501,6,"ギルドハウスのアイテムがいっぱいになっています…！まとめてクウカも受け取ってしまうのですね…じゅるり…！"
109601,1,"ギルドハウスで受け取れるアイテムがいっぱいデス！ヒャクマンゴクの勢いデス！"
109601,2,"ギルドハウスで受け取れるアイテムがいっぱいデス！ヒャクマンゴクの勢いデス！"
109601,3,"ギルドハウスで受け取れるアイテムがいっぱいデス！ヒャクマンゴクの勢いデス！"
109601,4,"ギルドハウスで受け取れるアイテムがいっぱいデス！ヒャクマンゴクの勢いデス！"
109601,5,"ギルドハウスで受け取れるアイテムがいっぱいデス！ヒャクマンゴクの勢いデス！"
109601,6,"ギルドハウスで受け取れるアイテムがいっぱいデス！ヒャクマンゴクの勢いデス！"
109701,1,"ギルドハウスで受け取れるアイテムが全ていっぱいのようです。レムが片付けてしまう前に回収しておいてくださいね"
109701,2,"ギルドハウスで受け取れるアイテムが全ていっぱいのようです。レムが片付けてしまう前に回収しておいてくださいね"
109701,3,"ギルドハウスで受け取れるアイテムが全ていっぱいのようです。レムが片付けてしまう前に回収しておいてくださいね"
109701,4,"ギルドハウスで受け取れるアイテムが全ていっぱいのようです。レムが片付けてしまう前に回収しておいてくださいね"
109701,5,"ギルドハウスで受け取れるアイテムが全ていっぱいのようです。レムが片付けてしまう前に回収しておいてくださいね"
109701,6,"ギルドハウスで受け取れるアイテムが全ていっぱいのようです。レムが片付けてしまう前に回収しておいてくださいね"
109801,1,"ギルドハウスのアイテムがいっぱいですって。ラムに片付けろと言うのかしら？まぁ、面倒だけどやってあげるわ"
109801,2,"ギルドハウスのアイテムがいっぱいですって。ラムに片付けろと言うのかしら？まぁ、面倒だけどやってあげるわ"
109801,3,"ギルドハウスのアイテムがいっぱいですって。ラムに片付けろと言うのかしら？まぁ、面倒だけどやってあげるわ"
109801,4,"ギルドハウスのアイテムがいっぱいですって。ラムに片付けろと言うのかしら？まぁ、面倒だけどやってあげるわ"
109801,5,"ギルドハウスのアイテムがいっぱいですって。ラムに片付けろと言うのかしら？まぁ、面倒だけどやってあげるわ"
109801,6,"ギルドハウスのアイテムがいっぱいですって。ラムに片付けろと言うのかしら？まぁ、面倒だけどやってあげるわ"
109901,1,"ギルドハウスで受け取れるアイテムが全ていっぱいね。これだけあればいろんなことできちゃいそう"
109901,2,"ギルドハウスで受け取れるアイテムが全ていっぱいね。これだけあればいろんなことできちゃいそう"
109901,3,"ギルドハウスで受け取れるアイテムが全ていっぱいね。これだけあればいろんなことできちゃいそう"
109901,4,"ギルドハウスで受け取れるアイテムが全ていっぱいね。これだけあればいろんなことできちゃいそう"
109901,5,"ギルドハウスで受け取れるアイテムが全ていっぱいね。これだけあればいろんなことできちゃいそう"
109901,6,"ギルドハウスで受け取れるアイテムが全ていっぱいね。これだけあればいろんなことできちゃいそう"
110001,1,"ギルドハウスがアイテムでいっぱいだよ～！ギルドハウスがパンパン～！超ウケる！"
110001,2,"ギルドハウスがアイテムでいっぱいだよ～！ギルドハウスがパンパン～！超ウケる！"
110001,3,"ギルドハウスがアイテムでいっぱいだよ～！ギルドハウスがパンパン～！超ウケる！"
110001,4,"ギルドハウスがアイテムでいっぱいだよ～！ギルドハウスがパンパン～！超ウケる！"
110001,5,"ギルドハウスがアイテムでいっぱいだよ～！ギルドハウスがパンパン～！超ウケる！"
110001,6,"ギルドハウスがアイテムでいっぱいだよ～！ギルドハウスがパンパン～！超ウケる！"
110101,1,"ギルドハウスで受け取れるアイテムが、全部いっぱいだよ！ビーチで遊べそうな物もないか、見てみましょう？"
110101,2,"ギルドハウスで受け取れるアイテムが、全部いっぱいだよ！ビーチで遊べそうな物もないか、見てみましょう？"
110101,3,"ギルドハウスで受け取れるアイテムが、全部いっぱいだよ！ビーチで遊べそうな物もないか、見てみましょう？"
110101,4,"ギルドハウスで受け取れるアイテムが、全部いっぱいだよ！ビーチで遊べそうな物もないか、見てみましょう？"
